training_source,target_dataset,mode,n_runs,ODS,ODS_std,OIS,OIS_std,AP,AP_std,protocol
BIPED,BIPED,plain_identity,3,0.9296004077033811,0.0028868727658439,0.931316793308184,0.00359824377437,0.9637789889154825,0.0021885387757152315,BIPED three-split mean +/- sample SD; endpoint-complete AP
BIPED,BIPED,main_surround,3,0.942560870114838,0.0022918510666755,0.944224850537475,0.0028482341204098,0.9724081033745153,0.001243284868477793,BIPED three-split mean +/- sample SD; endpoint-complete AP
BIPED,BIPED,no_surround,3,0.931541501998538,0.0023999546588811,0.9333352218918534,0.0029860152682241,0.9657306478333315,0.001983611480138645,BIPED three-split mean +/- sample SD; endpoint-complete AP
BIPED,BIPED,conv_control,3,0.9347534262064076,0.0036239826074367,0.9365308307069362,0.0043453642222417,0.9675617432513398,0.0022128001603968603,BIPED three-split mean +/- sample SD; endpoint-complete AP
