training_source,target_dataset,domain,external_model,H_ODS,Ext_ODS,Delta_ODS,H_OIS,Ext_OIS,Delta_OIS,H_AP,Ext_AP,Delta_AP,H_wins_ODS,H_wins_OIS,H_wins_AP,H_wins_all_three
NYUDv2,BIPED,cross,PiDiNet official Table-6 (NYUDv2 RGB),0.8396401873025332,0.8198515482639573,0.01978863903857586,0.8594431437755103,0.8325318175561622,0.02691132621934811,0.8642868422122482,0.8625022867061803,0.0017845555060678198,True,True,True,True
NYUDv2,Multicue,cross,PiDiNet official Table-6 (NYUDv2 RGB),0.772549970113477,0.8249393254668447,-0.05238935535336764,0.7660823981524959,0.8183199150996666,-0.052237516947170715,0.8202887275672057,0.8812865380325853,-0.060997810465379554,False,False,False,False
NYUDv2,NYUDv2,same,PiDiNet official Table-6 (NYUDv2 RGB),0.8429115297185809,0.8322432411737946,0.010668288544786297,0.8534161304949588,0.8416340873056481,0.011782043189310643,0.8726629533394973,0.8601614300326904,0.012501523306806872,True,True,True,True
NYUDv2,BSDS500,cross,PiDiNet official Table-6 (NYUDv2 RGB),0.6848836572330288,0.7346434750286477,-0.04975981779561889,0.6985664795586246,0.7470192100687282,-0.04845273051010357,0.6969567726090319,0.7808705521778394,-0.08391377956880752,False,False,False,False
NYUDv2,UDED,cross,PiDiNet official Table-6 (NYUDv2 RGB),0.7927786790586231,0.7920597873096608,0.0007188917489623359,0.8187604220546345,0.808202666686692,0.010557755367942456,0.8325204348286496,0.836623572277545,-0.004103137448895455,True,True,False,False
