unit_row_idx,cluster_id,x,y
0,0,2438.2342529296875,128.26044464111328
1,1,2412.6663818359375,127.12112426757812
2,2,2427.9794921875,128.96929931640625
3,4,2437.511474609375,131.54857635498047
4,5,2562.843017578125,162.85284423828125
5,6,2564.224853515625,161.8736572265625
6,8,2555.2879638671875,162.6570587158203
7,11,2560.8431396484375,161.92916870117188
8,13,2418.1121826171875,139.6551513671875
9,14,2449.24853515625,145.0296173095703
10,15,2431.0982666015625,143.09038543701172
11,16,2536.85009765625,173.43836975097656
12,18,2540.6302490234375,189.58272552490234
13,19,2540.025634765625,175.2160873413086
14,21,2523.5389404296875,192.26952362060547
15,22,2564.294677734375,194.78919982910156
16,23,2456.61962890625,198.70571899414062
17,24,2443.1861572265625,204.93119049072266
18,25,2554.0030517578125,189.76394653320312
19,26,2523.7945556640625,192.93448638916016
20,28,2485.89794921875,213.5841522216797
21,30,2501.404541015625,231.65308380126953
22,35,2468.4737548828125,207.83405303955078
23,41,2515.695556640625,229.61558532714844
24,45,2499.26318359375,229.0829086303711
25,47,2479.8330078125,206.98048400878906
26,49,2514.873291015625,226.79641723632812
27,50,2521.47119140625,207.86122131347656
28,51,2564.9658203125,220.25942993164062
29,52,2466.158447265625,208.5582733154297
30,55,2488.1407470703125,214.05213165283203
31,56,2567.668212890625,220.39610290527344
32,57,2515.5189208984375,212.4287567138672
33,58,2503.0736083984375,230.98389434814453
34,59,2443.0263671875,232.9199981689453
35,60,2503.8896484375,241.5423583984375
36,63,2505.6033935546875,239.03095245361328
37,65,2489.050537109375,237.47412109375
38,66,2561.492919921875,334.0957336425781
39,67,2567.873779296875,324.80841064453125
40,72,2521.20458984375,538.0151977539062
41,73,2513.91015625,536.1824340820312
42,75,2501.5391845703125,525.9039611816406
43,76,2522.149658203125,535.4265747070312
44,77,2481.78857421875,620.8148803710938
45,78,2527.130126953125,696.8922729492188
46,80,2518.501220703125,698.451171875
47,84,2514.2738037109375,768.0534057617188
48,86,2514.117919921875,773.5728759765625
49,87,2511.18017578125,789.1332397460938
50,88,2541.53076171875,791.4554443359375
51,91,2523.44921875,771.1790771484375
52,93,2509.550537109375,789.692626953125
53,97,2522.608642578125,788.349365234375
54,98,2457.052001953125,841.5098876953125
55,99,2468.296875,828.8748168945312
56,100,2470.0869140625,829.4026184082031
57,102,2467.4813232421875,829.22802734375
58,107,2447.6483154296875,1133.320556640625
59,108,2449.589599609375,1126.6703491210938
60,110,2457.17919921875,1124.9605102539062
61,112,2427.8798828125,1134.2741088867188
62,113,2423.125732421875,1127.076171875
63,114,2446.5684814453125,1131.4588623046875
