unit_row_idx,cluster_id,x,y
0,6,845.8441162109375,1250.2357177734375
1,7,845.8721313476562,1250.1326904296875
2,10,789.3001098632812,1286.4878540039062
3,12,814.9409790039062,1298.753173828125
4,18,927.5,1347.5
5,22,1004.28173828125,1505.0
6,25,997.5,1750.0
7,26,997.5,1750.0
8,29,1417.29150390625,383.3179931640625
9,30,1403.2631225585938,378.80564880371094
10,37,1417.5,1085.0
11,40,1331.5165405273438,1311.4727172851562
12,41,1323.9073486328125,1316.2396240234375
13,47,1282.0655517578125,1545.6805419921875
14,49,1380.0900268554688,1581.6992797851562
15,50,1385.4130859375,1595.4383544921875
16,51,1376.228759765625,1582.7953491210938
17,55,1423.5963745117188,1627.4210205078125
18,57,1416.7374267578125,1626.765869140625
19,59,1410.001953125,1621.12744140625
20,61,1550.8050537109375,325.77589416503906
21,62,1570.19580078125,342.2078857421875
22,63,1547.6176147460938,328.83660888671875
23,67,1551.1071166992188,361.51780700683594
24,69,1451.9715576171875,365.1834411621094
25,78,1511.4974365234375,1231.36181640625
26,87,1485.8064575195312,1407.561279296875
27,88,1596.0673828125,1397.9713134765625
28,91,1543.8516845703125,1562.40625
29,92,1559.251220703125,1603.7154541015625
30,95,1485.0560913085938,1632.4451293945312
31,97,1479.8934326171875,1638.0361328125
32,98,1482.104248046875,1633.8682250976562
33,99,1533.87939453125,1660.752197265625
34,100,1584.1339111328125,1645.9237060546875
35,101,1595.220947265625,1657.87353515625
36,102,1591.0604248046875,1655.905517578125
37,103,1532.548828125,1665.8983154296875
38,104,1540.6986083984375,1660.63818359375
39,105,1589.8343505859375,1652.5765380859375
40,108,1507.0681762695312,1665.0401611328125
41,109,1594.2247314453125,1664.3541259765625
42,110,1592.3930053710938,1665.5281982421875
43,111,1509.4728393554688,1665.6141357421875
44,114,1756.0046997070312,232.16993713378906
45,116,1729.2405395507812,262.9762725830078
46,118,1732.4652099609375,295.25433349609375
47,119,1726.398193359375,289.7908172607422
48,120,1734.4485473632812,297.7772216796875
49,121,1726.3164672851562,285.086669921875
50,130,1729.9319458007812,1378.2281494140625
51,135,1631.9544677734375,1548.353515625
52,136,1630.1614990234375,1560.4144287109375
53,140,1726.214599609375,1607.5096435546875
54,141,1677.0025634765625,1597.09521484375
55,144,1731.259521484375,1626.365478515625
56,145,1683.969482421875,1623.900634765625
57,146,1755.65380859375,1643.7115478515625
58,147,1764.4786376953125,1652.5066528320312
59,148,1692.852783203125,1644.4085693359375
60,151,1696.29541015625,1679.5680541992188
61,152,1714.6895751953125,1685.6446533203125
62,153,1716.9619140625,1688.577880859375
63,154,1716.258056640625,1686.5098876953125
64,155,1719.022216796875,1692.2412109375
65,156,1719.8260498046875,1691.9427490234375
66,157,1692.735595703125,1685.929443359375
67,158,1719.75146484375,1692.5200805664062
68,159,1752.87353515625,1708.0927734375
69,161,1769.6224365234375,1715.3984375
70,163,1769.1090087890625,1715.694580078125
71,165,1774.86474609375,1741.1114501953125
72,169,1801.809326171875,198.75884246826172
73,170,1806.3695068359375,198.0109100341797
74,171,1812.9993896484375,195.7085418701172
75,172,1901.777099609375,234.2928009033203
76,173,1882.624267578125,228.3597183227539
77,174,1881.5803833007812,228.6460723876953
78,177,1919.3118286132812,238.68629455566406
79,181,1925.0,612.5
80,183,1800.0404052734375,931.4055786132812
81,187,1853.933837890625,1136.3367919921875
82,189,1804.8577880859375,1208.1427001953125
83,190,1804.9261474609375,1208.1385498046875
84,192,1780.4193115234375,1272.5217895507812
85,194,1803.252197265625,1251.4292602539062
86,197,1891.6057739257812,1354.831298828125
87,200,1892.9974365234375,1379.871826171875
88,202,1937.4844360351562,1442.930419921875
89,203,1935.5516357421875,1436.638427734375
90,204,1929.5103759765625,1432.4732666015625
91,206,1805.319580078125,1531.1329345703125
92,207,1870.8247680664062,1541.303466796875
93,209,1903.52294921875,1568.0869140625
94,213,1917.9490966796875,1625.5540771484375
95,214,1827.1282958984375,1618.494384765625
96,218,1781.7542724609375,1702.9381103515625
97,221,1884.3642578125,1713.1939086914062
98,222,1786.055908203125,1708.5592041015625
99,223,1872.4407958984375,1735.4256591796875
100,224,1808.9104614257812,1734.5670776367188
101,225,1856.5086059570312,1732.5054931640625
102,227,1884.251220703125,1717.9873046875
103,232,1786.8441162109375,1746.62109375
104,234,1821.3759765625,1739.1197509765625
105,236,1876.5244140625,1747.396484375
106,237,1838.001220703125,1742.8052978515625
107,240,1896.36279296875,1769.2601318359375
108,241,1889.9017333984375,1760.6073608398438
109,242,1879.8701171875,1757.33935546875
110,243,1896.044677734375,1768.5836181640625
111,245,1894.4791870117188,1765.6079711914062
112,249,1977.4005126953125,170.5460662841797
113,252,2013.716796875,171.00360870361328
114,253,2024.2290649414062,188.46869659423828
115,254,1987.9659423828125,192.6115264892578
116,257,1983.7534790039062,195.1666488647461
117,259,1980.6813354492188,194.2359848022461
118,260,1982.2364501953125,190.050537109375
119,261,2002.3441162109375,186.4954376220703
120,262,2000.6090698242188,187.35620880126953
121,265,2026.828369140625,194.2095947265625
122,266,2013.7577514648438,199.7877960205078
123,272,2014.599365234375,909.177734375
124,273,2015.8995361328125,909.7721557617188
125,278,2048.4150390625,1011.7280883789062
126,283,2043.6777954101562,1203.0664672851562
127,284,2008.690185546875,1213.614501953125
128,287,2016.1326904296875,1236.8846435546875
129,290,1939.093505859375,1333.9443359375
130,292,1980.42333984375,1323.325927734375
131,294,1995.8515625,1373.0709838867188
132,297,2065.969482421875,1409.2742919921875
133,302,1957.1626586914062,1441.9260864257812
134,303,2046.7352294921875,1423.697265625
135,306,2029.9814453125,1456.8220825195312
136,308,1994.2560424804688,1594.2598266601562
137,309,2000.623291015625,1580.8953857421875
138,312,2017.3145141601562,1609.830810546875
139,316,2061.310791015625,1666.7891845703125
140,317,1938.081787109375,1645.5643310546875
141,318,2057.06005859375,1663.1934814453125
142,323,1969.824951171875,1706.6529541015625
143,326,2013.2493286132812,1777.4859619140625
144,327,1959.7380981445312,1769.1834716796875
145,328,1958.461181640625,1769.2579345703125
146,329,1936.3812255859375,1762.6334228515625
147,330,2009.2608032226562,1782.3880004882812
148,331,2058.359619140625,1778.677734375
149,332,2029.65966796875,1792.3192138671875
150,333,2041.4633178710938,1786.1445922851562
151,338,2166.0135498046875,134.03109741210938
152,339,2162.6124267578125,134.51371002197266
153,341,2167.25146484375,134.61219787597656
154,346,2149.031005859375,174.69500732421875
155,348,2265.666748046875,177.59012603759766
156,349,2267.6126708984375,175.6862030029297
157,350,2171.3465576171875,209.9229736328125
158,351,2157.528564453125,213.20094299316406
159,352,2229.1639404296875,201.4412841796875
160,353,2157.4024658203125,213.22447204589844
161,356,2272.5531005859375,281.4900665283203
162,357,2170.0,572.0277709960938
163,364,2166.2249755859375,918.3036804199219
164,366,2178.797607421875,924.1333312988281
165,367,2180.647216796875,930.6848754882812
166,373,2129.5008544921875,1033.9628295898438
167,375,2198.322265625,1132.8668212890625
168,378,2260.261962890625,1244.6445922851562
169,379,2236.683837890625,1241.8636474609375
