unit_row_idx,cluster_id,x,y
0,0,682.5,770.0
1,2,847.1444091796875,1249.7720947265625
2,3,847.6318664550781,1249.5418090820312
3,5,843.59521484375,1244.650146484375
4,7,844.357421875,1244.7254638671875
5,8,843.7213439941406,1255.7867431640625
6,10,845.030029296875,1247.4884033203125
7,12,789.5073547363281,1286.4176025390625
8,14,814.8145141601562,1299.363037109375
9,16,1049.324951171875,1200.4710693359375
10,17,1051.6162719726562,1204.5747680664062
11,18,1047.7803955078125,1200.9337158203125
12,19,1051.5731201171875,1204.568115234375
13,21,927.5,1347.5
14,22,1098.01513671875,1369.04541015625
15,23,1227.8663940429688,1490.2984008789062
16,24,1005.481201171875,1505.0
17,25,1004.2901306152344,1505.0
18,27,997.5,1750.0
19,28,997.5,1750.0
20,29,1342.7220458984375,389.4246826171875
21,32,1342.577392578125,389.9027099609375
22,33,1404.8504638671875,376.7972717285156
23,36,1403.51025390625,398.3013916015625
24,38,1384.3171997070312,528.9715576171875
25,39,1386.208984375,533.951171875
26,40,1417.5,1085.0
27,44,1332.9837036132812,1310.7437133789062
28,51,1379.2396240234375,1566.7725830078125
29,52,1256.177490234375,1518.5007934570312
30,53,1252.405029296875,1513.2442626953125
31,54,1394.3626098632812,1578.4358520507812
32,55,1252.5787963867188,1513.6083374023438
33,58,1284.6788330078125,1543.6256103515625
34,61,1379.4168701171875,1580.000732421875
35,63,1376.6878662109375,1583.4080810546875
36,64,1384.7874145507812,1594.6599731445312
37,65,1353.1505737304688,1572.150634765625
38,66,1408.9854125976562,1621.8724365234375
39,68,1411.4321899414062,1621.3928833007812
40,69,1417.58984375,1615.741455078125
41,70,1431.9356079101562,1614.3353881835938
42,71,1409.5596923828125,1623.0439453125
43,72,1402.5469360351562,1617.8304443359375
44,73,1415.02392578125,1628.7810668945312
45,74,1424.3148193359375,1627.5985107421875
46,75,1409.33056640625,1622.8761596679688
47,77,1525.2698364257812,307.29722595214844
48,78,1517.4969482421875,299.2890930175781
49,80,1543.921875,317.5696716308594
50,81,1533.7551879882812,334.5025329589844
51,82,1570.1591186523438,341.7366638183594
52,83,1571.4495849609375,341.0207824707031
53,85,1525.7957763671875,334.2267761230469
54,86,1512.4803466796875,318.3401794433594
55,89,1552.1431884765625,361.1270751953125
